"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-07-05","84.3","2.5368","5.3933","Orlando Arcia",606115,643230,"field_out","hit_into_play",,,,,14,"Orlando Arcia grounds out, pitcher Steven Brault to first baseman Josh Bell.  ","R","R","L","PIT","MIL","X",1,"ground_ball",2,2,2019,"0.8302","0.1639","1.0292","1.1512","null",669374,"null",2,2,"Top","122.94","179.70",,,553869,,"190705_233646","-5.2991","-122.9254","-3.9837","9.6612","21.4591","-29.9064","3.4300","1.6100","null","82.9","-20.7","86.2560","1671","7.1610",566220,643230,553869,605137,624428,592567,621028,572816,516782,668804,"53.3381","0.075","0.065","0.00",1,0,0,2,12,"10","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-06-30","84.4","2.4310","5.2090","Orlando Arcia",606115,643230,"field_out","hit_into_play",,,,,14,"Orlando Arcia grounds out, pitcher Steven Brault to first baseman Josh Bell.  ","R","R","L","MIL","PIT","X",1,"ground_ball",1,2,2019,"0.8649","0.1728","0.9321","1.6049",444489,605200,"null",2,4,"Bot","123.94","183.52",,,553869,,"190630_194446","-5.5128","-123.1735","-2.5374","10.4065","22.9645","-29.9475","3.3900","1.6100","2","64.0","-36.3","87.6030","1549","8.0130",567596,643230,553869,605137,624428,592567,621028,572816,516782,466320,"52.4870","0.052","0.048","0.00",1,0,0,2,35,"4","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"SL","2019-06-19","85.9","-1.1336","6.2089","Orlando Arcia",606115,605538,"strikeout","swinging_strike_blocked",,,,,14,"Orlando Arcia strikes out swinging, catcher Francisco Mejia to first baseman Eric Hosmer.  ","R","R","R","SD","MIL","S",2,"null",3,2,2019,"0.2076","0.4005","0.0467","0.3944","null",444489,543768,2,6,"Top","null","null",,,642336,,"190619_214943","2.3592","-124.8823","-8.2602","1.7038","23.1611","-26.7353","3.4300","1.6200","null","null","null","85.3070","2565","5.7800",566315,605538,642336,543333,594824,592518,665487,592669,622534,614177,"54.7196","null","null","0.00",1,0,0,"null",52,"6","Slider",5,4,4,5,4,5,4,5,"Standard","Standard"
"CH","2019-06-18","82.4","1.6543","5.6661","Orlando Arcia",606115,663531,"field_out","hit_into_play",,,,,14,"Orlando Arcia grounds out, third baseman Manny Machado to first baseman Eric Hosmer.  ","R","R","L","SD","MIL","X",5,"ground_ball",0,2,2019,"0.5242","0.9270","0.0862","0.9204","null",519058,"null",2,5,"Top","106.26","170.00",,,642336,,"190619_032008","-4.5011","-119.7205","-5.8878","5.8372","24.7511","-22.5449","3.4200","1.6100","32","84.2","1.7","81.2060","1043","5.7240",566314,663531,642336,543333,594824,592518,665487,592669,571976,647304,"54.7756","0.302","0.263","0.00",1,0,0,2,32,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-06-16","90.9","-2.5822","5.9919","Orlando Arcia",606115,502188,"strikeout","swinging_strike",,,,,13,"Orlando Arcia strikes out swinging.  ","R","R","R","SF","MIL","S",2,"null",2,2,2019,"-1.4074","0.6466","-1.3966","1.2443",519346,"null",543768,2,3,"Top","null","null",,,457763,,"190616_211338","5.9696","-132.1478","-7.3356","-17.7164","28.7161","-23.2592","3.3880","1.6181","null","null","null","90.7190","2449","6.2760",566506,502188,457763,474832,605412,446334,543063,573262,621453,607680,"54.2231","null","null","0.00",1,0,0,"null",28,"5","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"CU","2019-06-08","81.4","-1.5591","6.0843","Orlando Arcia",606115,543475,"strikeout","swinging_strike",,,,,14,"Orlando Arcia strikes out swinging.  ","R","R","R","MIL","PIT","S",2,"null",3,2,2019,"0.1165","-1.0570","1.0807","2.1043","null",518735,519346,1,3,"Bot","null","null",,,553869,,"190608_213201","5.7457","-118.6199","-0.3348","0.0800","21.3976","-42.4289","3.4200","1.6000","null","null","null","82.2630","2424","6.6620",567585,543475,553869,605137,624428,592567,621028,572816,516782,668804,"53.8371","null","null","0.00",1,0,0,"null",32,"7","Curveball",3,3,3,3,3,3,3,3,"Standard","Standard"
"SL","2019-06-02","88.9","-1.7788","6.1499","Orlando Arcia",606115,543475,"single","hit_into_play_no_out",,,,,6,"Orlando Arcia singles on a sharp line drive to right fielder Melky Cabrera.   Eric Thames to 3rd.    Hernan Perez to 2nd.  ","R","R","R","PIT","MIL","X",9,"line_drive",1,2,2019,"0.3763","0.3537","0.5468","2.4872","null",519346,541650,0,2,"Top","178.92","67.32",,,607732,,"190602_175647","4.9308","-129.4966","-3.7635","3.3627","24.2167","-27.6287","3.4300","1.6100","285","100.3","12.7","89.6810","2362","6.4800",566207,543475,607732,605137,624428,592567,621028,668804,516782,466320,"54.0191","0.918","0.878","0.90",1,1,0,4,10,"4","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-06-01","80.1","-1.8518","5.4906","Orlando Arcia",606115,656725,"strikeout","swinging_strike",,,,,13,"Orlando Arcia strikes out swinging.  ","R","R","R","PIT","MIL","S",2,"null",0,2,2019,"0.7421","-0.4540","-1.3007","1.7033","null","null",669374,1,11,"Top","null","null",,,553869,,"190602_003740","-0.1482","-116.6485","-0.8866","6.7009","19.9631","-36.3298","3.3600","1.6000","null","null","null","79.6610","2465","5.7400",566206,656725,553869,605137,624428,592567,657061,621028,516782,570256,"54.7590","null","null","0.00",1,0,0,"null",101,"4","Curveball",10,10,10,10,10,10,10,10,"Standard","Standard"
"FF","2019-05-12","91.0","2.8334","5.5664","Orlando Arcia",606115,452657,"force_out","hit_into_play",,,,,8,"Orlando Arcia grounds into a force out, shortstop Javier Baez to second baseman Daniel Descalso.   Ben Gamel out at 2nd.  ","R","R","L","CHC","MIL","X",6,"ground_ball",2,2,2019,"0.7439","1.3974","0.1497","1.7424",542583,541650,592325,2,4,"Top","112.46","151.91",,,575929,,"190513_002054","-8.3521","-132.1513","-6.6863","10.5442","28.2905","-14.5015","3.3300","1.6000","null","82.9","-20.7","91.1490","2392","6.5010",565145,452657,575929,592178,518614,623520,595879,656941,546991,518792,"53.9982","0.075","0.065","0.00",1,0,0,2,31,"6","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-05-11","96.3","-2.0556","5.4555","Orlando Arcia",606115,543022,"walk","ball",,,,,14,"Orlando Arcia walks.  ","R","R","R","CHC","MIL","B","null","null",3,2,2019,"-0.4577","1.2326","0.4366","0.8116","null",543768,"null",2,13,"Top","null","null",,,575929,,"190511_223030","7.6265","-139.8133","-9.5290","-7.5798","28.5078","-14.2063","3.2956","1.6339","null","null","null","96.3970","2500","6.2560",565144,543022,575929,519203,608365,623520,595879,656941,518792,592178,"54.2431","null","null","0.70",1,0,0,"null",92,"7","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-05-11","90.5","2.7356","6.0995","Orlando Arcia",606115,430935,"grounded_into_double_play","hit_into_play",,,,,1,"Orlando Arcia grounds into a double play, shortstop Javier Baez to second baseman David Bote to first baseman Anthony Rizzo.   Ben Gamel out at 2nd.    Orlando Arcia out at 1st.  ","R","R","L","CHC","MIL","X",6,"ground_ball",1,2,2019,"0.5837","1.3595","-0.5375","3.2260","null","null",592325,0,3,"Top","113.25","147.00",,,575929,,"190511_185821","-9.3388","-131.3420","-4.0444","8.6836","28.0114","-15.9544","3.3900","1.5700","29","85.1","-4.4","89.9240","1983","6.0990",565144,430935,575929,519203,623520,592178,595879,656941,546991,518792,"54.4005","0.162","0.147","0.00",1,0,0,2,15,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
