"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2019-07-14","90.6","-2.9066","5.8822","Anibal Sanchez",434671,453562,"sac_bunt","hit_into_play",,,,,9,"Anibal Sanchez out on a sacrifice bunt, third baseman Maikel Franco to second baseman Scott Kingery.   Victor Robles to 2nd.  ","R","R","R","PHI","WSH","X",5,"ground_ball",2,2,2019,"-1.6351","0.3802","0.5707","1.8607","null","null",645302,0,5,"Top","130.09","190.75",,,592663,,"190714_183616","12.0056","-131.2945","-4.8422","-21.1678","26.7162","-27.0595","3.1082","1.5611","null","41.0","-39.0","89.8790","2237","5.9880",567105,453562,592663,656555,664068,596748,516416,457803,656514,547180,"54.5112","0.142","0.135","0.00",0,0,0,1,33,"5","Sinker",1,1,1,1,1,1,1,1,"Strategic","Strategic"
"FF","2019-07-06","92.7","2.1412","6.1644","Jon Gray",592351,592662,"sac_bunt","hit_into_play",,,,,2,"Jon Gray out on a sacrifice bunt, pitcher Robbie Ray to second baseman Eduardo Escobar.   Tony Wolters to 2nd.  ","R","R","L","ARI","COL","X",1,"ground_ball",3,2,2019,"0.5822","1.5392","-0.1658","3.1866","null","null",547172,0,5,"Top","136.13","183.12",,,608348,,"190707_034501","-7.1896","-134.8724","-5.2260","8.6349","27.7452","-12.3792","3.4482","1.6025","null","41.0","-39.0","93.1530","2373","6.4450",564873,592662,608348,572233,500871,571875,605113,641796,606466,430945,"54.0549","0.142","0.135","0.00",0,0,0,1,37,"6","4-Seam Fastball",1,1,1,1,1,1,1,1,"Strategic","Strategic"
"FF","2019-06-25","94.9","-1.4485","5.6188","Jack Flaherty",656427,605135,"sac_bunt","hit_into_play",,,,,6,"Jack Flaherty out on a sacrifice bunt, pitcher Chris Bassitt to second baseman Jurickson Profar.   Kolten Wong to 2nd.  ","R","R","R","STL","OAK","X",1,"ground_ball",0,2,2019,"-0.6380","0.9224","0.3975","2.2826",425877,"null",543939,1,2,"Bot","139.45","187.78",,,572033,,"190626_010627","6.2192","-138.0066","-5.1050","-9.4432","29.6002","-19.5731","3.5490","1.6270","null","41.0","-39.0","94.7020","2116","6.1270",566608,605135,572033,621566,595777,656305,543760,543257,657656,572039,"54.3722","0.142","0.135","0.00",0,0,0,1,17,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard"
"FF","2019-06-01","94.2","-1.8345","5.1684","Alex McRae",656725,458006,"sac_bunt","hit_into_play",,,,,5,"Alex McRae out on a sacrifice bunt, catcher Manny Pina to second baseman Keston Hiura.   Josh Bell to 2nd.  ","R","R","R","PIT","MIL","X",2,"ground_ball",3,2,2019,"-1.0014","1.0391","-0.0336","2.4249","null","null",605137,0,11,"Bot","133.23","191.82",,,444489,,"190602_005046","6.9995","-137.2033","-3.8530","-14.3246","27.6514","-18.1738","3.4670","1.5890","null","41.0","-39.0","95.4490","2205","6.7610",566206,458006,444489,518735,669374,541650,606115,592325,456715,592885,"53.7382","0.142","0.135","0.00",0,0,0,1,105,"6","4-Seam Fastball",10,10,10,10,10,10,10,10,"Strategic","Strategic"
"EP","2019-05-21","61.8","-0.7350","6.3382","Matt Strahm",621381,425844,"sac_bunt","hit_into_play",,,,,9,"Matt Strahm out on a sacrifice bunt, pitcher Zack Greinke to first baseman Christian Walker.   Austin Hedges to 2nd.  ","R","R","R","SD","ARI","X",1,"ground_ball",0,2,2019,"1.0500","-0.6867","0.3523","2.1829","null","null",595978,1,3,"Bot","134.20","192.35",,,571974,,"190522_025531","0.3779","-89.5293","2.7319","5.2664","15.5412","-36.4698","3.5100","1.5900","null","41.0","-39.0","59.7500","1981","5.1100",566301,425844,571974,572233,606466,500871,605113,444482,502481,430945,"55.3896","0.142","0.135","0.00",0,0,0,1,19,"3","Eephus",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-05-03","91.6","-1.2743","6.1497","Danny Jansen",643376,642558,"sac_bunt","hit_into_play_score",,,,,8,"Danny Jansen hits a sacrifice bunt.   Brandon Drury scores.    Teoscar Hernandez to 3rd.    Danny Jansen to 2nd.  Throwing error by pitcher Ariel Jurado.  ","R","R","R","TEX","TOR","X",1,"ground_ball",1,2,2019,"-1.8150","0.5712","-0.1508","1.5582","null",592273,606192,0,12,"Top","132.63","192.42",,,643396,,"190504_035237","6.6719","-133.0802","-6.8884","-22.7791","28.6655","-24.2039","3.2291","1.6400","null","41.0","-39.0","91.0690","1750","6.0640",566780,642558,643396,542454,596059,452678,462101,608336,592261,608577,"54.4356","0.142","0.135","0.00",0,0,0,1,85,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FT","2019-05-03","94.4","-1.8268","5.9656","Touki Toussaint",657053,570632,"sac_bunt","hit_into_play",,,,,2,"Touki Toussaint out on a sacrifice bunt, pitcher Jose Urena to first baseman Martin Prado.   Ender Inciarte to 2nd.  ","R","R","R","MIA","ATL","X",1,"ground_ball",1,2,2019,"-1.3620","0.5970","-0.1805","3.0685","null","null",542255,0,3,"Top","135.74","183.69",,,595751,,"190503_235530","7.2731","-137.2205","-3.1288","-18.7240","31.3666","-24.2108","3.5033","1.6301","2","41.4","-56.2","93.9960","2154","6.1850",567377,570632,595751,445988,516770,542932,500743,434158,594011,605119,"54.3141","0.150","0.143","0.00",0,0,0,1,19,"4","2-Seam Fastball",1,1,1,1,1,1,1,1,"Strategic","Standard"
"CU","2019-05-02","78.8","-2.4440","5.8730","Dakota Hudson",641712,544931,"sac_bunt","hit_into_play",,,,,8,"Dakota Hudson out on a sacrifice bunt, catcher Yan Gomes to first baseman Matt Adams.   Yairo Munoz to 2nd.  ","R","R","R","WSH","STL","X",2,"ground_ball",1,2,2019,"1.2288","-0.9215","0.1896","1.9823","null","null",622168,1,3,"Top","127.09","194.89",,,543228,,"190502_230952","3.4446","-114.6114","0.1531","9.8269","24.2689","-40.3933","3.3100","1.5700","null","41.0","-39.0","77.7900","2777","5.9320",565912,544931,543228,571431,572821,435062,594694,594809,572191,645302,"54.5677","0.142","0.135","0.00",0,0,0,1,15,"4","Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"SL","2019-04-21","87.1","-2.0287","6.4386","Jerad Eickhoff",595191,592351,"sac_bunt","hit_into_play",,,,,6,"Jerad Eickhoff out on a sacrifice bunt, first baseman Ryan McMahon to second baseman Garrett Hampson.   Andrew Knapp to 2nd.  ","R","R","R","COL","PHI","X",3,"ground_ball",1,2,2019,"0.3013","0.7057","0.5148","2.2969","null","null",595284,1,3,"Top","132.83","187.58",,,547172,,"190421_202022","5.4390","-126.8154","-5.2424","2.3167","20.8594","-23.9950","3.4200","1.6300","null","41.0","-39.0","86.7360","2158","5.5930",565422,592351,547172,641857,641658,571448,596115,621311,435622,453568,"54.9061","0.142","0.135","0.00",0,0,0,1,17,"4","Slider",0,0,0,0,0,0,0,0,"Strategic","Standard"
"SI","2019-04-20","91.3","3.2550","6.0133","Jameson Taillon",592791,502706,"sac_bunt","hit_into_play",,,,,2,"Jameson Taillon out on a sacrifice bunt, catcher Buster Posey to second baseman Joe Panik.   Jason Martin to 2nd.  ","R","R","L","PIT","SF","X",2,"ground_ball",0,2,2019,"1.3332","1.1182","-0.2024","3.0868","null","null",641829,1,3,"Bot","132.02","185.76",,,457763,,"190420_205655","-11.3745","-132.4113","-3.8135","17.7045","25.4315","-18.6416","3.5750","1.6810","null","41.0","-39.0","90.6300","2482","5.8430",566187,502706,457763,474832,605412,446334,543063,467827,607680,621453,"54.6567","0.142","0.135","0.00",0,0,0,1,21,"3","Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FT","2019-04-18","88.3","-1.6697","5.4029","Julio Urias",628711,605200,"sac_bunt","hit_into_play",,,,,4,"Julio Urias out on a sacrifice bunt, first baseman Jesus Aguilar to second baseman Hernan Perez.   Austin Barnes to 2nd.  ","R","L","R","MIL","LAD","X",3,"ground_ball",1,2,2019,"-1.3866","0.9822","-0.5280","2.1585","null","null",605131,0,5,"Top","132.02","194.85",,,518735,,"190419_012623","5.6851","-128.5099","-3.8773","-16.5747","26.3736","-20.6735","3.4100","1.5400","null","41.0","-39.0","88.5570","2226","6.4190",567562,605200,518735,542583,541650,543768,606115,460075,456715,592885,"54.0800","0.142","0.135","0.00",0,0,0,1,32,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Strategic"
"SL","2019-04-16","83.1","2.5582","5.9474","Max Fried",608331,592662,"sac_bunt","hit_into_play",,,,,8,"Max Fried out on a sacrifice bunt, pitcher Robbie Ray to second baseman Wilmer Flores.   Ender Inciarte to 2nd.  ","R","L","L","ATL","ARI","X",1,"ground_ball",1,2,2019,"-0.0092","0.0008","0.1902","2.1988","null","null",542255,1,3,"Bot","127.08","191.21",,,608348,,"190417_000800","-5.3440","-120.7421","-2.0559","1.0029","24.6452","-32.0040","3.5490","1.6270","null","41.0","-39.0","82.0200","2211","5.7550",567167,592662,608348,572233,527038,500871,605113,444482,606466,430945,"54.7441","0.142","0.135","0.00",0,0,0,1,21,"4","Slider",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CH","2019-04-10","82.0","-1.7417","6.0590","Tyler Mahle",641816,670950,"sac_bunt","hit_into_play",,,,,1,"Tyler Mahle out on a sacrifice bunt, pitcher Trevor Richards to second baseman Starlin Castro.   Tucker Barnhart to 3rd.    Jose Iglesias to 2nd.  ","R","R","R","CIN","MIA","X",1,"ground_ball",2,2,2019,"-1.3321","0.8639","-0.6022","3.4888","null",571466,578428,1,2,"Bot","133.23","186.97",,,595751,,"190410_233343","5.1837","-119.5153","-1.0304","-13.8139","20.2897","-23.7943","3.4900","1.6010","null","41.0","-39.0","82.8140","2292","6.4780",565227,670950,595751,435522,516770,445988,500743,434158,621446,598284,"54.0211","0.142","0.135","0.00",0,0,0,1,19,"5","Changeup",0,0,0,0,0,0,0,0,"Strategic","Strategic"
"CU","2019-03-31","85.2","-2.6471","6.1463","Jon Gray",592351,645261,"sac_bunt","hit_into_play",,,,,1,"Jon Gray out on a sacrifice bunt, third baseman Brian Anderson to second baseman Starlin Castro.   Tony Wolters to 3rd.  ","R","R","R","MIA","COL","X",5,"ground_ball",0,2,2019,"0.4008","-0.3262","-0.5212","3.2426","null",547172,"null",0,3,"Top","118.81","194.56",,,595751,,"190331_174115","4.1635","-124.1248","0.0056","3.3766","21.0466","-35.7116","3.5490","1.6270","26","30.0","3.9","84.7780","2354","5.6100",567362,645261,595751,435522,516770,605119,595375,594011,621446,598284,"54.8898","0.128","0.118","0.00",0,0,0,1,16,"3","Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard"
"CH","2019-03-29","70.3","2.9785","4.9132","Jack Flaherty",656427,592222,"sac_bunt","hit_into_play",,,,,1,"Jack Flaherty out on a sacrifice bunt, third baseman Travis Shaw to second baseman Mike Moustakas.   Kolten Wong to 2nd.  ","R","R","L","MIL","STL","X",5,"ground_ball",0,2,2019,"1.7688","-0.1541","-0.3317","2.9081","null","null",543939,1,5,"Top","126.57","195.45",,,518735,,"190330_020657","-9.3346","-101.7850","4.1608","13.9206","18.4741","-34.2273","3.2706","1.4631","null","41.0","-39.0","69.8200","2014","6.4290",567553,592222,518735,542583,519058,543768,606115,460075,456715,592885,"54.0703","0.142","0.135","0.00",0,0,0,1,45,"3","Changeup",4,4,4,4,4,4,4,4,"Strategic","Strategic"
