"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2016-10-01","97.5","-2.2306","6.3937","Javier Baez",595879,502028,"grounded_into_double_play","hit_into_play",,,,,4,"Javier Baez grounds into a double play, pitcher Blake Wood to second baseman Ivan De Jesus Jr.   to first baseman Joey Votto.   Jason Heyward out at 2nd.  ","R","R","R","CIN","CHC","X",1,"ground_ball",1,2,2016,"-0.85645000000000000000","1.13740000000000000000","-0.3200","2.6500","null","null",518792,1,6,"Top","126.41","180.88",,,541608,,"161001_181524","7.4500","-141.5700","-6.7900","-10.7200","29.0400","-18.6900","3.5300","1.6600","10","86.3","-14.0","96.4590","2319","5.8400",449269,502028,541608,458015,474443,553993,606299,594807,454975,592731,"54.6586","0.120","0.113","0.00",1,0,0,2,50,"4","4-Seam Fastball",5,3,3,5,3,5,3,5,"Standard","Standard"
"FF","2016-09-27","92.2","null","null","Javier Baez",595879,455374,"single","hit_into_play_no_out",,,,,14,"Javier Baez singles on a line drive to center fielder Andrew McCutchen.  ","R","R","L","PIT","CHC","X",8,"line_drive",3,2,2016,"0.77875833333333333333","1.6648666666666667","0.6230","1.3530","null","null","null",1,8,"Top","135.92","91.04",,,"null",,"160927_214655","-5.1620","-133.9860","-8.8440","11.8770","28.8850","-13.5160","3.5100","1.6500","null","90.0","15.0","null","null","null",449214,455374,"null","null","null","null","null","null","null","null","null","0.868","0.847","0.90",1,1,0,4,63,"7","4-Seam Fastball",1,4,4,1,4,1,4,1,"null","null"
"FF","2016-09-27","90.7","null","null","Javier Baez",595879,285064,"hit_by_pitch","hit_by_pitch",,,,,11,"Javier Baez hit by pitch.  ","R","R","R","PIT","CHC","B","null","null",3,2,2016,"-0.92603333333333333333","0.96396666666666666667","-1.6530","3.6190","null","null","null",1,2,"Top","null","null",,,"null",,"160927_193436","1.1800","-132.1170","-1.3530","-10.1510","27.0660","-22.6340","3.5100","1.6500","null","null","null","null","null","null",449214,285064,"null","null","null","null","null","null","null","null","null","null","null","0.70",1,0,0,"null",11,"6","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"SI","2016-09-26","94.0","null","null","Javier Baez",595879,641771,"field_out","hit_into_play",,,,,6,"Javier Baez grounds out sharply, pitcher Chad Kuhl to shortstop Jordy Mercer to first baseman John Jaso.  ","R","R","R","PIT","CHC","X",1,"ground_ball",3,2,2016,"-1.3198750000000000","1.02130000000000000000","0.3900","2.6500","null","null","null",1,2,"Top","128.42","180.20",,,"null",,"160926_193751","9.2400","-136.4100","-4.9900","-16.2000","28.3200","-21.2400","3.5100","1.6500","null","84.0","-13.0","null","null","null",449202,641771,"null","null","null","null","null","null","null","null","null","0.107","0.091","0.00",1,0,0,2,12,"12","Sinker",0,1,1,0,1,0,1,0,"null","null"
"CU","2016-09-20","79.8","-3.0506","5.3584","Javier Baez",595879,595001,"field_out","hit_into_play",,,,,9,"Javier Baez flies out to right fielder Scott Schebler.  ","R","R","R","CHC","CIN","X",9,"fly_ball",1,2,2016,"0.78432500000000000000","-0.61843333333333333333","0.4490","1.9550","null","null","null",1,2,"Bot","180.71","103.09",,,541608,,"160920_193644","4.9840","-116.0920","0.3050","9.0410","19.9620","-39.9550","3.5300","1.6600","282","92.3","46.3","79.0200","2916","5.6500",449120,595001,541608,458015,408252,573113,606299,594807,534627,594988,"54.8494","0.011","0.009","0.00",1,0,0,3,13,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2016-09-16","81.9","-1.9229","5.8674","Javier Baez",595879,608349,"field_out","hit_into_play",,,,,14,"Javier Baez pops out to first baseman Chris Carter.  ","R","R","R","CHC","MIL","X",3,"popup",2,2,2016,"0.63263333333333333333","-0.85923333333333333333","0.5750","1.1100","null","null","null",1,8,"Bot","159.79","167.80",,,572180,,"160916_155053","3.2450","-119.1580","-2.3920","7.7490","26.3250","-42.5580","3.5400","1.6600","114","70.6","69.6","81.3010","2523","6.3030",449066,608349,572180,474892,571697,592680,606115,460075,570267,541650,"54.1959","0.002","0.000","0.00",1,0,0,3,63,"5","Knuckle Curve",2,4,2,4,4,2,2,4,"Standard","Standard"
"FF","2016-09-14","98.1","-1.1855","5.4541","Javier Baez",595879,593372,"strikeout","called_strike",,,,,3,"Javier Baez called out on strikes.  ","R","R","R","STL","CHC","S",2,"null",0,2,2016,"-1.3463166666666667","1.3495333333333333","0.5920","3.0260","null",450314,518792,1,6,"Top","null","null",,,425877,,"160914_141439","7.6670","-142.6740","-3.1770","-17.7790","36.9170","-15.7900","3.5800","1.7000","null","null","null","95.9830","2107","5.6960",449037,593372,425877,572761,543939,576397,649557,461235,545341,572039,"54.8064","null","null","0.00",1,0,0,"null",42,"3","4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard"
"FF","2016-09-11","91.4","-0.5960","6.2696","Javier Baez",595879,571666,"single","hit_into_play_score",,,,,12,"Javier Baez singles on a ground ball to center fielder Jake Marisnick.   Ben Zobrist scores.    Addison Russell to 2nd.  ","R","R","R","HOU","CHC","X",8,"ground_ball",0,2,2016,"-0.28725833333333333333","1.9730333333333333","0.3180","3.6330","null",450314,608365,1,3,"Top","118.27","106.14",,,594828,,"160911_200226","2.1270","-133.0390","-4.1710","-1.9930","31.8150","-10.2050","3.4700","1.6600","42","97.0","-1.3","91.6690","2266","6.7060",448993,571666,594828,503556,514888,493329,621043,458675,545350,543807,"53.7921","0.348","0.324","0.90",1,1,0,2,23,"3","4-Seam Fastball",0,4,4,0,4,0,4,0,"Standard","Standard"
"SL","2016-09-03","77.4","-2.6944","4.6047","Javier Baez",595879,489265,"field_out","hit_into_play",,,,,14,"Giants challenged (play at 1st), call on the field was overturned: Javier Baez grounds out softly, first baseman Brandon Belt to pitcher Sergio Romo.  ","R","R","R","CHC","SF","X",3,"ground_ball",1,2,2016,"1.0751833333333333","0.65436666666666666667","0.7730","0.7930","null","null","null",1,8,"Bot","150.25","160.56",,,457763,,"160903_160942","4.7030","-112.6920","-2.2790","11.1420","20.4250","-28.0200","3.5200","1.6600","18","62.9","-1.5","77.5950","2967","6.4530",448890,489265,457763,474832,605412,456488,543063,434636,452655,452254,"54.0477","0.082","0.087","0.00",1,0,0,2,64,"4","Slider",2,3,2,3,3,2,2,3,"Standard","Standard"
"SI","2016-08-29","92.6","1.3577","5.6683","Javier Baez",595879,502046,"triple","hit_into_play_no_out",,,,,14,"Javier Baez triples (1) on a sharp line drive to right fielder Gregory Polanco.  ","R","R","L","CHC","PIT","X",9,"line_drive",0,2,2016,"0.64933333333333333333","1.5702666666666667","1.0000","2.5430","null","null","null",1,12,"Bot","173.09","72.57",,,465041,,"160829_233538","-3.1970","-134.7470","-5.7690","10.3650","27.3600","-14.3990","3.5000","1.6600","313","106.6","11.3","92.4150","2229","6.0900",448824,502046,465041,446481,543281,501896,474568,516782,457705,570256,"54.4091","0.891","0.927","1.60",1,1,2,4,104,"4","Sinker",6,6,6,6,6,6,6,6,"Standard","Standard"
"FC","2016-08-28","95.9","-2.1218","6.1635","Javier Baez",595879,445276,"field_out","hit_into_play",,,,,4,"Javier Baez grounds out, shortstop Corey Seager to first baseman Adrian Gonzalez.  ","R","R","R","LAD","CHC","X",6,"ground_ball",0,2,2016,"0.00499166666666666667","1.23916666666666666667","-0.2940","2.5680","null","null","null",1,9,"Top","102.38","154.43",,,518735,,"160828_161617","4.2750","-139.4690","-6.4830","1.9190","30.1690","-17.7700","3.5100","1.6500","50","77.6","2.6","97.0980","2667","6.9670",448804,445276,518735,408236,400284,457759,608369,435062,592626,592808,"53.5336","0.241","0.226","0.00",1,0,0,2,66,"4","Cutter",1,0,0,1,0,1,0,1,"Strategic","Standard"
"CH","2016-08-28","81.6","-2.5415","5.3320","Javier Baez",595879,592779,"strikeout","foul_tip",,,,,7,"Javier Baez strikes out on a foul tip.  ","R","R","R","LAD","CHC","S",2,"null",0,2,2016,"-1.4493000000000000","0.38060000000000000000","-0.3960","2.1080","null","null",518792,1,2,"Top","null","null",,,518735,,"160828_133845","6.9230","-118.6630","-1.0360","-13.3810","24.9250","-30.3240","3.5100","1.6500","null","null","null","80.3040","1786","5.6850",448804,592779,518735,408236,518586,457759,608369,435062,571771,574847,"54.8148","null","null","0.00",1,0,0,"null",11,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2016-08-21","82.3","1.9888","6.1335","Javier Baez",595879,407822,"field_out","hit_into_play",,,,,7,"Javier Baez flies out to left fielder Gerardo Parra.  ","R","R","L","COL","CHC","X",7,"fly_ball",3,2,2016,"0.68412500000000000000","0.65436666666666666667","-0.7380","1.7810","null","null","null",1,5,"Top","65.98","109.19",,,547172,,"160821_155250","-8.0490","-119.5290","-4.1020","8.5930","19.8360","-27.4490","3.5000","1.6600","266","75.5","42.6","81.6770","1219","5.5630",448709,407822,547172,572019,518934,571448,518614,467827,621311,471865,"54.9372","0.102","0.086","0.00",1,0,0,3,41,"7","Split Finger",10,1,1,10,1,10,1,10,"Standard","Standard"
"FT","2016-08-20","95.8","1.8620","6.1190","Javier Baez",595879,459429,"strikeout","foul_tip",,,,,6,"Javier Baez strikes out on a foul tip.  ","R","R","L","COL","CHC","S",2,"null",0,2,2016,"0.86782500000000000000","1.3610000000000000","0.5230","2.7700","null","null",608365,1,9,"Top","null","null",,,460026,,"160820_210308","-6.6360","-139.2310","-5.6660","14.3220","26.2980","-15.9210","3.5000","1.6600","null","null","null","95.9480","2220","5.9350",448694,459429,460026,430605,518934,571448,542436,467827,621311,471865,"54.5653","null","null","0.00",1,0,0,"null",72,"3","2-Seam Fastball",2,9,9,2,9,2,9,2,"Standard","Standard"
"FO","2016-08-19","80.4","-1.4731","6.1047","Javier Baez",595879,571539,"strikeout","swinging_strike_blocked",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","COL","CHC","S",2,"null",1,2,2016,"-0.48209166666666666667","0.45513333333333333333","1.0800","0.8750","null","null",575929,1,11,"Top","null","null",,,460026,,"160820_002159","5.4660","-116.8120","-4.9360","-3.5030","21.5690","-29.6330","3.5000","1.6600","null","null","null","79.4140","726","5.4790",448679,571539,460026,430605,518934,571448,518614,467827,621311,471865,"55.0210","null","null","0.00",1,0,0,"null",87,"4","Forkball",5,5,5,5,5,5,5,5,"Standard","Standard"
"CH","2016-08-18","80.1","-2.3881","5.4320","Javier Baez",595879,605200,"strikeout","swinging_strike",,,,,5,"Javier Baez strikes out swinging.  ","R","R","R","CHC","MIL","S",2,"null",1,2,2016,"-1.3504916666666667","0.99120000000000000000","0.0170","2.4740","null","null","null",1,2,"Bot","null","null",,,455117,,"160818_134952","6.9150","-116.3820","-1.6150","-11.9340","23.4780","-24.5890","3.5100","1.6600","null","null","null","79.3740","1800","6.0980",448671,605200,455117,474892,571697,541650,542340,460075,543590,570717,"54.4016","null","null","0.00",1,0,0,"null",14,"4","Changeup",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FT","2016-08-13","101.1","-1.7856","6.1820","Javier Baez",595879,621052,"strikeout","called_strike",,,,,5,"Javier Baez called out on strikes.  ","R","R","R","CHC","STL","S",2,"null",2,2,2016,"-1.2405500000000000","1.4298000000000000","0.0560","2.7910","null","null","null",1,7,"Bot","null","null",,,425877,,"160813_152301","7.4180","-146.8550","-7.2460","-17.4550","34.1360","-13.3240","3.6000","1.6600","null","null","null","100.4900","2545","6.0920",448610,621052,425877,572761,576397,425509,594824,461235,545341,572039,"54.4076","null","null","0.00",1,0,0,"null",54,"5","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"CU","2016-08-13","80.2","-1.4294","5.2416","Javier Baez",595879,596133,"single","hit_into_play_no_out",,,,,14,"Javier Baez singles on a soft line drive to center fielder Randal Grichuk.   Willson Contreras to 3rd.  ","R","R","R","CHC","STL","X",8,"line_drive",1,2,2016,"0.25966666666666666667","-0.60983333333333333333","1.3310","1.3070","null","null",575929,1,2,"Bot","148.73","111.73",,,425877,,"160813_140257","4.6080","-116.6440","-1.0790","3.8900","20.3850","-39.9370","3.3500","1.6600","238","73.1","23.2","79.4540","2434","5.7040",448610,596133,425877,572761,576397,425509,594824,461235,545341,572039,"54.7956","0.907","0.850","0.90",1,1,0,4,16,"6","Curveball",2,0,2,0,0,2,2,0,"Standard","Standard"
"CH","2016-08-12","87.4","-2.2540","5.8778","Javier Baez",595879,425532,"home_run","hit_into_play_score",,,,,8,"Javier Baez homers (12) on a line drive to left field.   Willson Contreras scores.  ","R","R","R","CHC","STL","X","null","line_drive",2,2,2016,"-1.2614250000000000","1.07720000000000000000","-0.2360","1.6840","null","null",575929,1,7,"Bot","27.84","70.53",,,451705,,"160812_154844","6.3710","-126.9540","-5.9730","-13.2560","26.2350","-22.1190","3.5400","1.6600","384","105.2","29.1","86.2130","1799","5.6900",448595,425532,451705,461235,543939,576397,594824,502054,545341,572039,"54.8097","0.916","1.828","2.00",1,0,3,6,64,"5","Changeup",9,1,9,1,1,9,9,1,"Standard","Standard"
"FF","2016-08-11","94.2","-2.8508","5.5915","Javier Baez",595879,493200,"strikeout","swinging_strike",,,,,11,"Javier Baez strikes out swinging.  ","R","R","R","CHC","STL","S",2,"null",2,2,2016,"-0.66579166666666666667","1.5086333333333333","-0.1660","3.8120","null","null","null",1,9,"Bot","null","null",,,425877,,"160811_215835","7.4410","-136.9290","-2.2930","-7.3320","29.4600","-14.7190","3.5300","1.6600","null","null","null","93.3860","2421","5.8730",448581,493200,425877,572761,576397,425509,594824,407812,572039,461235,"54.6269","null","null","0.00",1,0,0,"null",72,"5","4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard"
"SL","2016-08-03","82.6","-2.3928","5.5006","Javier Baez",595879,607457,"strikeout","swinging_strike",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CHC","MIA","S",2,"null",2,2,2016,"0.46841666666666666667","0.06956666666666666667","1.6500","1.0570","null","null","null",1,7,"Bot","null","null",,,425772,,"160803_152913","7.0400","-120.0060","-3.8660","6.2460","23.9420","-33.4250","3.4600","1.6600","null","null","null","81.4050","2745","5.6960",448465,607457,425772,500743,543829,445988,588751,592885,542303,519317,"54.8033","null","null","0.00",1,0,0,"null",54,"5","Slider",1,3,1,3,3,1,1,3,"Standard","Standard"
"SL","2016-08-03","87.6","-1.6432","6.0413","Javier Baez",595879,543408,"strikeout","swinging_strike",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CHC","MIA","S",2,"null",1,2,2016,"0.15111666666666666667","0.84213333333333333333","0.3160","0.9670","null","null","null",1,5,"Bot","null","null",,,425772,,"160803_144339","3.2670","-127.3490","-7.8760","3.3710","22.7840","-24.6420","3.4600","1.6600","null","null","null","86.4280","2300","5.4070",448465,543408,425772,518618,543829,445988,588751,592885,542303,519317,"55.0923","null","null","0.00",1,0,0,"null",36,"6","Slider",0,1,0,1,1,0,0,1,"Standard","Standard"
"CU","2016-08-02","86.3","-2.8195","5.6296","Javier Baez",595879,605228,"strikeout","swinging_strike",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CHC","MIA","S",2,"null",0,2,2016,"0.16225000000000000000","0.79626666666666666667","0.0900","1.1790","null",518792,608365,1,6,"Bot","null","null",,,592663,,"160802_205047","5.7150","-125.3870","-5.8230","3.3590","24.2970","-25.4510","3.5200","1.6600","null","null","null","86.5960","2553","6.5220",448450,605228,592663,453400,518618,445988,588751,592885,542303,519317,"53.9778","null","null","0.00",1,0,0,"null",49,"3","Curveball",3,0,3,0,0,3,3,0,"Standard","Standard"
"FF","2016-08-01","93.6","2.9866","5.9590","Javier Baez",595879,543045,"strikeout","called_strike",,,,,4,"Javier Baez called out on strikes.  ","R","R","L","CHC","MIA","S",2,"null",3,2,2016,"1.2908916666666667","1.09296666666666666667","-0.6980","2.2250","null",451594,519203,1,4,"Bot","null","null",,,592663,,"160801_203303","-12.7270","-135.4420","-6.2820","19.0350","28.5650","-20.4910","3.4300","1.6800","null","null","null","93.0340","2416","6.2290",448440,543045,592663,518618,543829,445988,588751,592885,542303,519317,"54.2710","null","null","0.00",1,0,0,"null",39,"6","4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard"
"SL","2016-07-31","88.1","-2.4658","5.7148","Javier Baez",595879,621242,"strikeout","swinging_strike",,,,,9,"Javier Baez strikes out swinging.  ","R","R","R","CHC","SEA","S",2,"null",0,2,2016,"-0.29978333333333333333","0.21290000000000000000","0.5340","1.7960","null",575929,519333,1,8,"Bot","null","null",,,572287,,"160731_221449","6.9470","-128.0770","-3.4180","-2.0780","20.9320","-31.9400","3.5100","1.6600","null","null","null","88.3990","null","6.1120",448435,621242,572287,493193,429664,572122,502523,429711,547982,443558,"54.3879","null","null","0.00",1,0,0,"null",74,"3","Slider",3,6,3,6,6,3,3,6,"Standard","Standard"
"SL","2016-07-30","78.5","-3.4216","3.8923","Javier Baez",595879,518553,"strikeout","swinging_strike",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CHC","SEA","S",2,"null",1,2,2016,"0.88035000000000000000","0.16703333333333333333","2.7880","1.3270","null","null",450314,1,9,"Bot","null","null",,,455104,,"160730_155905","10.7750","-113.8290","1.1310","9.4340","22.8610","-32.3950","3.5100","1.6600","null","null","null","78.6320","2555","6.8840",448420,518553,455104,452252,429664,572122,502523,493114,547982,429711,"53.6151","null","null","0.00",1,0,0,"null",69,"4","Slider",1,4,1,4,4,1,1,4,"Standard","Standard"
"CH","2016-07-30","83.3","1.4310","6.1207","Javier Baez",595879,489119,"fielders_choice","hit_into_play_score",,,,,14,"Cubs challenged (tag play), call on the field was overturned: Javier Baez reaches on a fielder's choice, fielded by shortstop Shawn O'Malley.   Dexter Fowler scores.    Kris Bryant to 3rd.  ","R","R","L","CHC","SEA","X",6,"ground_ball",1,2,2016,"0.64515833333333333333","1.4054333333333333","1.3020","2.1240",451594,592178,"null",1,7,"Bot","111.67","165.14",,,572287,,"160730_145335","-2.0410","-121.2100","-5.6720","8.3950","20.6590","-19.4130","3.5100","1.6600","7","72.0","-16.3","83.4120","1866","6.1070",448420,489119,572287,452252,429664,572122,502523,493114,547982,443558,"54.3930","0.059","0.059","0.00",1,0,0,2,46,"5","Changeup",0,0,0,0,0,0,0,0,"Strategic","Strategic"
"FT","2016-07-28","90.5","3.0497","5.1221","Javier Baez",595879,519242,"field_out","hit_into_play",,,,,6,"Javier Baez grounds out, third baseman Todd Frazier to first baseman Jose Abreu.  ","R","R","L","CHC","CWS","X",5,"ground_ball",2,2,2016,"1.1934750000000000","1.13740000000000000000","0.4920","2.4710","null",608365,"null",1,6,"Bot","105.58","172.26",,,425900,,"160728_205023","-9.1530","-131.5200","-3.4190","16.5630","29.4250","-20.7170","3.5100","1.6600","23","94.2","-4.3","89.8590","2414","6.1110",448387,519242,425900,547989,570560,453943,641313,466320,543776,594809,"54.3884","0.332","0.306","0.00",1,0,0,2,47,"5","2-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FT","2016-07-28","92.9","3.1655","5.1419","Javier Baez",595879,519242,"strikeout","called_strike",,,,,1,"Javier Baez called out on strikes.  ","R","R","L","CHC","CWS","S",2,"null",0,2,2016,"0.89844166666666666667","1.27930000000000000000","-0.5110","3.1960","null","null","null",1,4,"Bot","null","null",,,425900,,"160728_201328","-11.3840","-134.8740","-2.2900","13.7240","27.0410","-18.1160","3.4900","1.6600","null","null","null","92.3300","2345","5.8900",448387,519242,425900,547989,570560,453943,641313,466320,543776,594809,"54.6097","null","null","0.00",1,0,0,"null",30,"4","2-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard"
"FT","2016-07-28","90.7","3.3939","5.1231","Javier Baez",595879,519242,"single","hit_into_play_no_out",,,,,12,"Javier Baez singles on a ground ball to right fielder Adam Eaton.  ","R","R","L","CHC","CWS","X",9,"ground_ball",1,2,2016,"1.1405916666666667","1.11876666666666666667","1.3330","3.6830","null","null","null",1,2,"Bot","186.80","111.22",,,425900,,"160728_193852","-7.7150","-131.9470","-0.3510","16.0120","29.5330","-20.8550","3.5100","1.6600","71","94.7","1.9","89.8010","2286","5.8870",448387,519242,425900,547989,570560,453943,641313,466320,543776,594809,"54.6121","0.477","0.431","0.90",1,1,0,4,15,"4","2-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"KC","2016-07-26","84.8","-2.5872","5.7609","Javier Baez",595879,502085,"strikeout","swinging_strike_blocked",,,,,14,"Javier Baez strikes out swinging.  ","R","R","R","CWS","CHC","S",2,"null",0,2,2016,"0.34873333333333333333","-1.0928666666666667","0.7910","1.1210","null","null","null",1,9,"Top","null","null",,,425900,,"160726_210438","6.8780","-123.3220","-1.2950","5.2190","28.2410","-45.7680","3.5100","1.6500","null","null","null","83.1260","2764","5.7760",448357,502085,425900,547989,573135,453943,641313,466320,543776,594809,"54.7255","null","null","0.00",1,0,0,"null",68,"3","Knuckle Curve",3,0,0,3,0,3,0,3,"Standard","Standard"
"KC","2016-07-26","77.5","-1.7109","6.1437","Javier Baez",595879,448306,"strikeout","swinging_strike_blocked",,,,,14,"Javier Baez strikes out swinging, catcher Dioner Navarro to first baseman Jose Abreu.  ","R","R","R","CWS","CHC","S",2,"null",0,2,2016,"0.45310833333333333333","-0.54246666666666666667","0.8490","0.2640","null",608365,"null",1,2,"Top","null","null",,,425900,,"160726_184054","4.4430","-112.7400","-3.8230","5.3640","21.5770","-38.7340","3.5100","1.6500","null","null","null","77.5670","2542","6.6410",448357,448306,425900,547989,573135,453943,641313,466320,543776,594809,"53.8610","null","null","0.00",1,0,0,"null",14,"3","Knuckle Curve",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2016-07-23","94.1","1.3748","6.7086","Javier Baez",595879,519293,"strikeout","swinging_strike",,,,,9,"Javier Baez strikes out swinging.  ","R","R","L","MIL","CHC","S",2,"null",2,2,2016,"0.76205833333333333333","1.5745666666666667","0.6140","1.7690","null",518792,608365,1,7,"Top","null","null",,,518960,,"160723_201835","-3.8720","-136.5810","-9.5160","12.0460","31.3600","-14.0750","3.4900","1.6500","null","null","null","94.0150","2278","6.4220",448316,519293,518960,474892,571697,541650,542340,460075,543590,570717,"54.0784","null","null","0.00",1,0,0,"null",51,"6","4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard"
"CU","2016-07-23","74.7","-1.9462","5.6443","Javier Baez",595879,605200,"field_out","hit_into_play",,,,,14,"Javier Baez grounds out, shortstop Jonathan Villar to first baseman Chris Carter.  ","R","R","R","MIL","CHC","X",6,"ground_ball",1,2,2016,"0.78710833333333333333","-0.9481000000000000","1.1380","1.5860","null","null","null",1,5,"Top","105.39","151.72",,,518960,,"160723_193415","4.3390","-108.6790","0.8640","7.8800","19.1570","-41.6740","3.4900","1.6500","10","82.7","-9.8","74.2570","2667","5.9190",448316,605200,518960,474892,571697,541650,542340,460075,543590,570717,"54.5805","0.102","0.078","0.00",1,0,0,2,35,"4","Curveball",3,0,0,3,0,3,0,3,"Infield shift","Standard"
