,pitchIdx,inning,frame,ab,abIdx,batter,stand,speed,pitchtype,px,pz,szTop,szBottom,des
352,352,1,top,1,1,George Springer,R,91.8,4-seam fb,0.02,2.47,3.37,1.53,Foul
353,353,1,top,1,2,George Springer,R,89.4,fb-splitter,-1.37,3.08,3.62,1.72,Ball
354,354,1,top,1,3,George Springer,R,83.3,slider,0.75,2.31,2.81,1.3,"In play, out(s)"
355,355,1,top,2,1,Jose Altuve,R,82.8,slider,0.73,1.96,3.05,1.45,Called Strike
356,356,1,top,2,2,Jose Altuve,R,91.0,4-seam fb,-1.22,4.44,3.08,1.39,Ball
357,357,1,top,2,3,Jose Altuve,R,83.8,slider,1.27,0.7,3.05,1.48,Ball
358,358,1,top,2,4,Jose Altuve,R,85.6,fb-splitter,-0.16,2.55,2.81,1.3,Foul
359,359,1,top,2,5,Jose Altuve,R,87.0,fb-splitter,0.97,1.26,3.32,1.51,"In play, out(s)"
360,360,1,top,3,1,Michael Brantley,L,81.0,slider,-0.32,1.76,3.32,1.52,Called Strike
361,361,1,top,3,2,Michael Brantley,L,85.8,fb-splitter,-0.24,0.39,3.32,1.48,Ball
362,362,1,top,3,3,Michael Brantley,L,81.6,slider,-0.25,2.97,3.41,1.52,Called Strike
363,363,1,top,3,4,Michael Brantley,L,90.6,4-seam fb,-0.27,4.05,3.35,1.52,Ball
364,364,1,top,3,5,Michael Brantley,L,86.5,fb-splitter,-1.29,1.99,3.35,1.52,Ball
365,365,1,top,3,6,Michael Brantley,L,85.7,fb-splitter,0.22,1.94,3.32,1.51,Foul
366,366,1,top,3,7,Michael Brantley,L,84.0,slider,0.89,1.96,3.32,1.51,Foul
367,367,1,top,3,8,Michael Brantley,L,83.8,slider,0.73,1.21,3.35,1.52,Ball
368,368,1,top,4,1,Alex Bregman,R,81.4,slider,0.92,2.3,3.13,1.45,Called Strike
369,369,1,top,4,2,Alex Bregman,R,89.5,4-seam fb,0.05,3.55,3.11,1.48,"In play, out(s)"
370,370,1,bottom,5,1,DJ LeMahieu,R,88.6,4-seam fb,1.03,2.25,3.53,1.75,Ball
371,371,1,bottom,5,2,DJ LeMahieu,R,88.9,4-seam fb,0.69,1.46,3.5,1.75,Ball
372,372,1,bottom,5,3,DJ LeMahieu,R,88.2,4-seam fb,0.28,1.19,3.5,1.69,Ball
373,373,1,bottom,5,4,DJ LeMahieu,R,87.6,4-seam fb,1.44,1.91,3.53,1.75,Ball
374,374,1,bottom,6,1,Aaron Judge,R,90.2,4-seam fb,-0.08,1.27,4.24,2.08,Ball
375,375,1,bottom,6,2,Aaron Judge,R,71.8,curveball,-0.41,2.21,4.03,2.05,Called Strike
376,376,1,bottom,6,3,Aaron Judge,R,87.2,changeup,-0.52,1.38,4.21,2.11,Ball
377,377,1,bottom,6,4,Aaron Judge,R,87.2,changeup,-0.07,1.96,3.94,1.88,Swinging Strike
378,378,1,bottom,6,5,Aaron Judge,R,87.5,changeup,-0.49,2.2,3.94,1.88,Foul
379,379,1,bottom,6,6,Aaron Judge,R,84.8,slider,0.57,1.88,3.94,1.88,"In play, out(s)"
380,380,1,bottom,7,1,Aaron Hicks,L,87.6,changeup,-0.04,1.59,3.5,1.54,Called Strike
381,381,1,bottom,7,2,Aaron Hicks,L,87.2,changeup,-0.97,1.39,3.5,1.6,Ball
382,382,1,bottom,7,3,Aaron Hicks,L,74.3,curveball,-0.46,1.82,3.47,1.57,Called Strike
383,383,1,bottom,7,4,Aaron Hicks,L,74.3,curveball,0.12,1.96,3.2,1.51,"In play, no out"
384,384,1,bottom,8,1,Gleyber Torres,R,71.9,curveball,-0.04,2.28,3.32,1.58,"In play, out(s)"
385,385,1,bottom,9,1,Edwin Encarnacion,R,83.5,slider,0.68,1.26,3.41,1.66,Ball
386,386,1,bottom,9,2,Edwin Encarnacion,R,84.0,slider,-0.13,2.57,3.32,1.59,Called Strike
387,387,1,bottom,9,3,Edwin Encarnacion,R,91.3,2-seam fb,0.06,2.52,3.5,1.59,Called Strike
388,388,1,bottom,9,4,Edwin Encarnacion,R,90.1,4-seam fb,-0.17,1.41,3.38,1.59,Ball
389,389,1,bottom,9,5,Edwin Encarnacion,R,91.9,4-seam fb,-1.02,2.12,3.32,1.59,Ball
390,390,1,bottom,9,6,Edwin Encarnacion,R,91.0,4-seam fb,-1.2,2.25,3.38,1.63,Ball
391,391,1,bottom,10,1,Brett Gardner,L,87.8,changeup,-0.96,2.4,2.84,1.24,Ball
392,392,1,bottom,10,2,Brett Gardner,L,88.3,changeup,-0.6,0.7,3.05,1.45,Ball In Dirt
393,393,1,bottom,10,3,Brett Gardner,L,90.8,4-seam fb,-0.78,0.92,3.14,1.49,Ball
394,394,1,bottom,10,4,Brett Gardner,L,90.8,4-seam fb,-0.98,1.71,2.9,1.27,Ball
395,395,1,bottom,11,1,Gary Sanchez,R,74.6,curveball,0.68,1.49,3.35,1.6,Called Strike
396,396,1,bottom,11,2,Gary Sanchez,R,90.8,4-seam fb,-0.32,2.69,3.26,1.59,Swinging Strike
397,397,1,bottom,11,3,Gary Sanchez,R,84.4,slider,0.19,0.72,3.45,1.65,Swinging Strike (Blocked)
398,398,2,top,12,1,Yuli Gurriel,R,84.0,fb-splitter,0.11,1.52,3.47,1.63,Called Strike
399,399,2,top,12,2,Yuli Gurriel,R,89.5,4-seam fb,-0.4,4.21,3.5,1.6,Ball
400,400,2,top,12,3,Yuli Gurriel,R,85.9,fb-splitter,0.71,0.49,3.47,1.66,Ball
401,401,2,top,12,4,Yuli Gurriel,R,85.4,fb-splitter,0.39,1.69,3.4,1.65,"In play, out(s)"
402,402,2,top,13,1,Yordan Alvarez,L,82.7,slider,-0.03,1.41,3.4,1.65,Foul
403,403,2,top,13,2,Yordan Alvarez,L,85.8,fb-splitter,-0.64,2.09,3.4,1.65,Foul
404,404,2,top,13,3,Yordan Alvarez,L,91.2,4-seam fb,-1.22,5.57,3.53,1.66,Ball
405,405,2,top,13,4,Yordan Alvarez,L,90.4,4-seam fb,-0.18,5.37,3.5,1.6,Ball
406,406,2,top,13,5,Yordan Alvarez,L,87.0,fb-splitter,-0.6,3.2,3.4,1.65,Foul
407,407,2,top,13,6,Yordan Alvarez,L,85.2,slider,1.36,0.05,3.41,1.6,Ball
408,408,2,top,13,7,Yordan Alvarez,L,91.7,4-seam fb,-0.3,1.65,3.4,1.65,"In play, out(s)"
409,409,2,top,14,1,Carlos Correa,R,90.5,4-seam fb,-0.06,3.85,3.62,1.75,Ball
410,410,2,top,14,2,Carlos Correa,R,83.9,slider,0.29,2.34,3.44,1.61,Foul
411,411,2,top,14,3,Carlos Correa,R,89.4,sinker,-1.66,2.92,3.62,1.84,Ball
412,412,2,top,14,4,Carlos Correa,R,86.6,fb-splitter,0.89,1.58,3.62,1.75,Ball
413,413,2,top,14,5,Carlos Correa,R,84.3,slider,1.11,1.73,3.44,1.61,Swinging Strike
414,414,2,top,14,6,Carlos Correa,R,85.2,slider,0.75,1.98,3.45,1.65,Swinging Strike
415,415,2,bottom,15,1,Gio Urshela,R,70.1,curveball,0.07,2.37,3.45,1.65,"In play, out(s)"
416,416,2,bottom,16,1,Didi Gregorius,L,87.9,4-seam fb,-0.05,2.66,3.35,1.54,Called Strike
417,417,2,bottom,16,2,Didi Gregorius,L,86.3,changeup,-0.32,2.15,3.3,1.62,Swinging Strike
418,418,2,bottom,16,3,Didi Gregorius,L,89.0,4-seam fb,-1.09,2.93,3.35,1.62,"In play, no out"
419,419,2,bottom,17,1,DJ LeMahieu,R,86.6,changeup,-1.38,1.49,3.5,1.63,Ball
420,420,2,bottom,17,2,DJ LeMahieu,R,90.4,2-seam fb,-0.87,1.98,3.4,1.59,Called Strike
421,421,2,bottom,17,3,DJ LeMahieu,R,84.9,slider,0.57,1.43,3.35,1.62,"In play, out(s)"
422,422,2,bottom,18,1,Aaron Judge,R,83.2,slider,0.05,1.95,4.18,1.89,Called Strike
423,423,2,bottom,18,2,Aaron Judge,R,87.5,changeup,-1.14,0.77,4.15,2.05,Ball In Dirt
424,424,2,bottom,18,3,Aaron Judge,R,86.1,slider,0.92,1.48,3.94,1.88,Swinging Strike
425,425,2,bottom,18,4,Aaron Judge,R,85.7,slider,0.94,1.22,3.95,1.9,Ball
426,426,2,bottom,18,5,Aaron Judge,R,67.4,curveball,1.04,0.99,3.91,1.89,Ball
427,427,2,bottom,18,6,Aaron Judge,R,88.3,changeup,-0.15,1.31,3.94,1.88,Foul
428,428,2,bottom,18,7,Aaron Judge,R,91.4,4-seam fb,0.49,2.85,3.03,1.46,Swinging Strike
429,429,3,top,19,1,Robinson Chirinos,R,89.9,4-seam fb,0.64,3.54,3.29,1.54,Ball
430,430,3,top,19,2,Robinson Chirinos,R,84.9,fb-splitter,1.2,0.1,3.26,1.51,Ball
431,431,3,top,19,3,Robinson Chirinos,R,82.5,slider,1.04,2.71,3.26,1.54,Ball
432,432,3,top,19,4,Robinson Chirinos,R,90.1,4-seam fb,-0.22,3.83,3.23,1.52,Ball
433,433,3,top,20,1,Josh Reddick,L,81.6,slider,-0.07,1.48,3.32,1.52,Called Strike
434,434,3,top,20,2,Josh Reddick,L,84.4,fb-splitter,0.09,0.45,3.26,1.52,Ball In Dirt
435,435,3,top,20,3,Josh Reddick,L,82.4,slider,0.66,1.53,3.37,1.53,"In play, no out"
436,436,3,top,21,1,George Springer,R,85.3,fb-splitter,1.07,1.87,3.56,1.66,Ball
437,437,3,top,21,2,George Springer,R,86.6,fb-splitter,0.23,1.96,3.37,1.53,"In play, run(s)"
438,438,3,top,22,1,Jose Altuve,R,83.5,slider,0.55,1.56,2.81,1.3,Foul
439,439,3,top,22,2,Jose Altuve,R,90.5,sinker,-0.3,2.89,2.81,1.3,Swinging Strike
440,440,3,top,22,3,Jose Altuve,R,84.9,slider,0.92,1.41,2.81,1.3,Foul
441,441,3,top,22,4,Jose Altuve,R,84.3,slider,0.89,1.04,2.81,1.3,Foul
442,442,3,top,22,5,Jose Altuve,R,91.4,4-seam fb,0.81,3.34,2.81,1.3,Foul
443,443,3,top,22,6,Jose Altuve,R,84.4,slider,1.27,0.6,2.81,1.3,"In play, no out"
444,444,3,top,23,1,Michael Brantley,L,81.7,slider,-1.08,2.26,3.34,1.51,Called Strike
445,445,3,top,23,2,Michael Brantley,L,85.9,fb-splitter,-0.2,0.44,3.32,1.51,Swinging Strike (Blocked)
446,446,3,top,23,3,Michael Brantley,L,90.6,4-seam fb,0.15,3.23,3.11,1.48,"In play, no out"
447,447,3,top,24,1,Alex Bregman,R,84.5,slider,1.31,2.02,3.11,1.48,"In play, out(s)"
448,448,3,top,25,1,Yuli Gurriel,R,88.8,fb-splitter,0.77,0.8,3.5,1.66,Ball
449,449,3,top,25,2,Yuli Gurriel,R,85.7,slider,0.31,2.44,3.28,1.54,Foul
