,pitchIdx,inning,frame,ab,abIdx,batter,stand,speed,pitchtype,px,pz,szTop,szBottom,des
582,582,8,top,64,4,Anthony Rendon,R,89.9,fb-cutter,1.66,2.72,3.22,1.53,Ball
583,583,8,top,64,5,Anthony Rendon,R,90.7,fb-cutter,0.1,2.42,3.17,1.51,"In play, out(s)"
584,584,8,top,65,1,Juan Soto,L,80.7,curveball,-0.34,2.45,3.23,1.56,Called Strike
585,585,8,top,65,2,Juan Soto,L,91.8,fb-cutter,1.06,3.3,3.14,1.53,Foul
586,586,8,top,65,3,Juan Soto,L,81.3,curveball,-0.11,3.01,3.12,1.4,"In play, no out"
587,587,8,top,66,1,Howie Kendrick,R,81.5,curveball,-0.21,2.96,2.96,1.28,Called Strike
588,588,8,top,66,2,Howie Kendrick,R,91.2,fb-cutter,0.83,3.19,3.08,1.34,Ball
589,589,8,top,66,3,Howie Kendrick,R,90.9,fb-cutter,-0.14,3.23,3.12,1.4,Foul
590,590,8,top,66,4,Howie Kendrick,R,91.1,fb-cutter,-0.62,3.35,3.37,1.62,"In play, out(s)"
591,591,8,top,67,1,Asdrubal Cabrera,L,80.9,curveball,-0.34,2.25,3.41,1.6,Called Strike
592,592,8,top,67,2,Asdrubal Cabrera,L,81.5,curveball,0.47,1.66,3.37,1.62,Foul
593,593,8,top,67,3,Asdrubal Cabrera,L,81.8,curveball,0.1,1.42,3.37,1.62,Foul
594,594,8,top,67,4,Asdrubal Cabrera,L,82.3,curveball,-0.49,-0.01,3.44,1.59,Ball In Dirt
595,595,8,top,67,5,Asdrubal Cabrera,L,81.8,curveball,0.37,0.3,3.45,1.66,Ball In Dirt
596,596,8,top,67,6,Asdrubal Cabrera,L,82.2,curveball,0.16,0.52,3.47,1.67,Swinging Strike (Blocked)
597,597,8,bottom,68,1,Kyle Tucker,L,95.4,4-seam fb,-0.52,3.41,3.56,1.67,Swinging Strike
598,598,8,bottom,68,2,Kyle Tucker,L,95.3,4-seam fb,-0.39,3.6,3.34,1.59,"In play, no out"
599,599,8,bottom,69,1,Aledmys Diaz,R,95.6,4-seam fb,0.23,1.81,3.51,1.68,Called Strike
600,600,8,bottom,69,2,Aledmys Diaz,R,96.1,4-seam fb,-0.34,2.18,3.45,1.58,"In play, out(s)"
601,601,8,bottom,70,1,George Springer,R,87.5,slider,1.55,1.95,3.51,1.57,Ball
602,602,8,bottom,70,2,George Springer,R,87.1,slider,-0.1,2.32,3.45,1.58,Foul
603,603,8,bottom,70,3,George Springer,R,96.0,4-seam fb,-0.15,5.11,3.61,1.63,Ball
604,604,8,bottom,70,4,George Springer,R,85.8,slider,0.34,2.64,3.53,1.54,"In play, run(s)"
605,605,8,bottom,71,1,Jose Altuve,R,95.8,4-seam fb,0.82,2.83,2.9,1.34,Foul
606,606,8,bottom,71,2,Jose Altuve,R,95.8,4-seam fb,1.45,3.02,2.88,1.29,Ball
607,607,8,bottom,71,3,Jose Altuve,R,86.9,slider,2.07,0.58,2.9,1.34,Swinging Strike (Blocked)
608,608,8,bottom,71,4,Jose Altuve,R,97.1,4-seam fb,-0.26,2.63,2.9,1.34,Foul
609,609,8,bottom,71,5,Jose Altuve,R,96.2,4-seam fb,1.2,1.5,3.31,1.48,"In play, out(s)"
610,610,8,bottom,72,1,Michael Brantley,L,93.9,4-seam fb,-0.21,3.15,3.52,1.52,Called Strike
611,611,8,bottom,72,2,Michael Brantley,L,93.8,4-seam fb,-0.91,2.01,3.41,1.57,Called Strike
612,612,8,bottom,72,3,Michael Brantley,L,94.2,4-seam fb,-0.51,4.0,3.31,1.48,Foul
613,613,8,bottom,72,4,Michael Brantley,L,94.9,4-seam fb,-0.49,2.76,3.47,1.67,"In play, out(s)"
614,614,9,top,73,1,Ryan Zimmerman,R,87.9,sinker,-0.69,2.13,3.05,1.42,"In play, out(s)"
615,615,9,top,74,1,Kurt Suzuki,R,87.7,sinker,0.15,1.55,3.08,1.42,Called Strike
616,616,9,top,74,2,Kurt Suzuki,R,88.0,4-seam fb,-0.92,3.32,3.11,1.39,Ball
617,617,9,top,74,3,Kurt Suzuki,R,78.5,slider,0.03,2.6,3.05,1.42,Foul
618,618,9,top,74,4,Kurt Suzuki,R,79.6,slider,-0.38,2.9,3.23,1.48,Called Strike
619,619,9,top,75,1,Victor Robles,R,78.5,slider,-0.79,2.63,3.24,1.54,"In play, out(s)"
620,620,9,bottom,76,1,Alex Bregman,R,92.8,4-seam fb,1.1,2.79,3.2,1.57,Ball
621,621,9,bottom,76,2,Alex Bregman,R,92.0,4-seam fb,0.85,2.82,3.33,1.59,Called Strike
622,622,9,bottom,76,3,Alex Bregman,R,83.6,fb-splitter,1.74,2.05,3.28,1.65,Ball
623,623,9,bottom,76,4,Alex Bregman,R,92.2,4-seam fb,0.07,2.32,3.23,1.62,Called Strike
624,624,9,bottom,76,5,Alex Bregman,R,94.1,4-seam fb,0.54,2.57,3.24,1.54,Swinging Strike
625,625,9,bottom,77,1,Yuli Gurriel,R,94.2,4-seam fb,1.27,2.58,3.31,1.54,Ball
626,626,9,bottom,77,2,Yuli Gurriel,R,93.1,4-seam fb,0.27,1.46,3.43,1.69,Ball
627,627,9,bottom,77,3,Yuli Gurriel,R,93.2,4-seam fb,0.63,2.9,3.52,1.67,"In play, out(s)"
628,628,9,bottom,78,1,Carlos Correa,R,93.2,4-seam fb,0.19,3.29,3.34,1.63,"In play, out(s)"
